name,url,power,value 
Captain (Nextwave) (Earth-616),/wiki/Captain_(Nextwave)_(Earth-616),Durability,Bulletproof
Carmella Unuscione (Earth-616),/wiki/Carmella_Unuscione_(Earth-616),Durability,Bulletproof
Cassandra Richards (Earth-6311),/wiki/Cassandra_Richards_(Earth-6311),Durability,Bulletproof
Catherine D'Antan (Earth-616),/wiki/Catherine_D%27Antan_(Earth-616),Durability,Bulletproof
Cauldron (Earth-616),/wiki/Cauldron_(Earth-616),Durability,Bulletproof
Cecilia Cardinale (Earth-616),/wiki/Cecilia_Cardinale_(Earth-616),Durability,Bulletproof
Cecilia Reyes (Earth-616),/wiki/Cecilia_Reyes_(Earth-616),Durability,Bulletproof
Cell (Earth-616),/wiki/Cell_(Earth-616),Durability,Bulletproof
Charlie-27 (Earth-691),/wiki/Charlie-27_(Earth-691),Durability,Bulletproof
Claire Voyant (Earth-616),/wiki/Claire_Voyant_(Earth-616),Durability,Bulletproof
Cletus Kasady (Earth-616),/wiki/Cletus_Kasady_(Earth-616),Durability,Bulletproof
Craig Saunders Jr. (Earth-616),/wiki/Craig_Saunders_Jr._(Earth-616),Durability,Bulletproof
Curtis Carr (Earth-616),/wiki/Curtis_Carr_(Earth-616),Durability,Bulletproof
Curtis Conners (Earth-1610),/wiki/Curtis_Conners_(Earth-1610),Durability,Bulletproof
Curtis Connors (Earth-616),/wiki/Curtis_Connors_(Earth-616),Durability,Bulletproof
Cylla Markham (Earth-616),/wiki/Cylla_Markham_(Earth-616),Durability,Bulletproof
Dallas Riordan (Earth-616),/wiki/Dallas_Riordan_(Earth-616),Durability,Bulletproof
Damon Ryder (Earth-616),/wiki/Damon_Ryder_(Earth-616),Durability,Bulletproof
Dane Whitman (Earth-616),/wiki/Dane_Whitman_(Earth-616),Durability,Bulletproof
Daniel Ketch (Earth-616),/wiki/Daniel_Ketch_(Earth-616),Durability,Bulletproof
Datavore (Earth-616),/wiki/Datavore_(Earth-616),Durability,Bulletproof
David Breyer (Earth-616),/wiki/David_Breyer_(Earth-616),Durability,Bulletproof
Devil Dinosaur (Earth-78411),/wiki/Devil_Dinosaur_(Earth-78411),Durability,Bulletproof
Devos (Earth-616),/wiki/Devos_(Earth-616),Durability,Bulletproof
Digger (Vegas Thirteen) (Earth-616),/wiki/Digger_(Vegas_Thirteen)_(Earth-616),Durability,Bulletproof
Dirk Garthwaite (Earth-616),/wiki/Dirk_Garthwaite_(Earth-616),Durability,Bulletproof
Dirty Wolff (Earth-616),/wiki/Dirty_Wolff_(Earth-616),Durability,Bulletproof
Ditmil Pirvat (Earth-616),/wiki/Ditmil_Pirvat_(Earth-616),Durability,Bulletproof
Doctor Sun (Earth-616),/wiki/Doctor_Sun_(Earth-616),Durability,Bulletproof
Donald Clendenon (Earth-616),/wiki/Donald_Clendenon_(Earth-616),Durability,Bulletproof
Donyell Taylor (Earth-616),/wiki/Donyell_Taylor_(Earth-616),Durability,Bulletproof
Doombot (Avenger) (Earth-616),/wiki/Doombot_(Avenger)_(Earth-616),Durability,Bulletproof
Douglas Carmody (Earth-616),/wiki/Douglas_Carmody_(Earth-616),Durability,Bulletproof
Dwayne Taylor (Earth-616),/wiki/Dwayne_Taylor_(Earth-616),Durability,Bulletproof
Dynamic Man (Earth-616),/wiki/Dynamic_Man_(Earth-616),Durability,Bulletproof
Edward Cross (Skinhead) (Earth-616),/wiki/Edward_Cross_(Skinhead)_(Earth-616),Durability,Bulletproof
Elektro (Earth-616),/wiki/Elektro_(Earth-616),Durability,Bulletproof
Elijah Bradley (Earth-616),/wiki/Elijah_Bradley_(Earth-616),Durability,Bulletproof
Elizabeth Rawson (Earth-616),/wiki/Elizabeth_Rawson_(Earth-616),Durability,Bulletproof
Elvin Haliday (Earth-616),/wiki/Elvin_Haliday_(Earth-616),Durability,Bulletproof
Emma Frost (Earth-616),/wiki/Emma_Frost_(Earth-616),Durability,Bulletproof
Eradica (Earth-616),/wiki/Eradica_(Earth-616),Durability,Bulletproof
Eric Savin (Earth-616),/wiki/Eric_Savin_(Earth-616),Durability,Bulletproof
Evelyn Necker (Earth-8410),/wiki/Evelyn_Necker_(Earth-8410),Durability,Bulletproof
Extermina (Earth-616),/wiki/Extermina_(Earth-616),Durability,Bulletproof
Extirpia (Earth-616),/wiki/Extirpia_(Earth-616),Durability,Bulletproof
Ezekiel Stane (Earth-616),/wiki/Ezekiel_Stane_(Earth-616),Durability,Bulletproof
Flexo (Earth-616),/wiki/Flexo_(Earth-616),Durability,Bulletproof
Flint Marko (Earth-1610),/wiki/Flint_Marko_(Earth-1610),Durability,Bulletproof
Flying Tiger (Earth-616),/wiki/Flying_Tiger_(Earth-616),Durability,Bulletproof
Frank Bohannan (Earth-616),/wiki/Frank_Bohannan_(Earth-616),Durability,Bulletproof
Frederick Myers (Earth-616),/wiki/Frederick_Myers_(Earth-616),Durability,Bulletproof
Full Acclimation Combat And Defence Explo-skeleton (Earth-616),/wiki/Full_Acclimation_Combat_And_Defence_Explo-skeleton_(Earth-616),Durability,Bulletproof
Garrison Kane (Earth-616),/wiki/Garrison_Kane_(Earth-616),Durability,Bulletproof
George Tarleton (Earth-616),/wiki/George_Tarleton_(Earth-616),Durability,Bulletproof
Gorgilla (Earth-616),/wiki/Gorgilla_(Earth-616),Durability,Bulletproof
Gray Garrison (Earth-616),/wiki/Gray_Garrison_(Earth-616),Durability,Bulletproof
Graydon Creed (Earth-616),/wiki/Graydon_Creed_(Earth-616),Durability,Bulletproof
Gregori Larionov (Earth-616),/wiki/Gregori_Larionov_(Earth-616),Durability,Bulletproof
Hammerhead (Joseph) (Earth-616),/wiki/Hammerhead_(Joseph)_(Earth-616),Durability,Bulletproof
Hammerhead (Joseph) (Earth-1610),/wiki/Hammerhead_(Joseph)_(Earth-1610),Durability,Bulletproof
Hardball (Imperial Guard) (Earth-616),/wiki/Hardball_(Imperial_Guard)_(Earth-616),Durability,Bulletproof
Harold Hogan (Earth-616),/wiki/Harold_Hogan_(Earth-616),Durability,Bulletproof
Heather Cameron (Earth-616),/wiki/Heather_Cameron_(Earth-616),Durability,Bulletproof
Henry Hayes (Earth-616),/wiki/Henry_Hayes_(Earth-616),Durability,Bulletproof
Herman Schultz (Earth-616),/wiki/Herman_Schultz_(Earth-616),Durability,Bulletproof
Hermes Diaktoros (Earth-616),/wiki/Hermes_Diaktoros_(Earth-616),Durability,Bulletproof
Hisako Ichiki (Earth-616),/wiki/Hisako_Ichiki_(Earth-616),Durability,Bulletproof
Hollow (Earth-616),/wiki/Hollow_(Earth-616),Durability,Bulletproof
Iann-23 (Earth-616),/wiki/Iann-23_(Earth-616),Durability,Bulletproof
Imdugud (Earth-616),/wiki/Imdugud_(Earth-616),Durability,Bulletproof
Isaac Christians (Earth-616),/wiki/Isaac_Christians_(Earth-616),Durability,Bulletproof
Jack Jameson (Earth-982),/wiki/Jack_Jameson_(Earth-982),Durability,Bulletproof
Jack Truman (Earth-616),/wiki/Jack_Truman_(Earth-616),Durability,Bulletproof
Jack Winters (Earth-616),/wiki/Jack_Winters_(Earth-616),Durability,Bulletproof
Jackson Weele (Earth-616),/wiki/Jackson_Weele_(Earth-616),Durability,Bulletproof
Jacob Oh (Earth-616),/wiki/Jacob_Oh_(Earth-616),Durability,Bulletproof
James Bourne (Earth-616),/wiki/James_Bourne_(Earth-616),Durability,Bulletproof
James Rhodes (Earth-55921),/wiki/James_Rhodes_(Earth-55921),Durability,Bulletproof
James Scully (Earth-616),/wiki/James_Scully_(Earth-616),Durability,Bulletproof
Janice Lincoln (Earth-616),/wiki/Janice_Lincoln_(Earth-616),Durability,Bulletproof
Jaromel (Earth-691),/wiki/Jaromel_(Earth-691),Durability,Bulletproof
Jason Beere (Earth-616),/wiki/Jason_Beere_(Earth-616),Durability,Bulletproof
Jebediah Fate (Earth-616),/wiki/Jebediah_Fate_(Earth-616),Durability,Bulletproof
Jeffrey Wilde (Earth-616),/wiki/Jeffrey_Wilde_(Earth-616),Durability,Bulletproof
Jennifer Swensen (Earth-148611),/wiki/Jennifer_Swensen_(Earth-148611),Durability,Bulletproof
John Kelly (Earth-616),/wiki/John_Kelly_(Earth-616),Durability,Bulletproof
John McIver (Earth-616),/wiki/John_McIver_(Earth-616),Durability,Bulletproof
John Steele (American Soldier) (Earth-616),/wiki/John_Steele_(American_Soldier)_(Earth-616),Durability,Bulletproof
Johnathon Blaze (Earth-616),/wiki/Johnathon_Blaze_(Earth-616),Durability,Bulletproof
Johnathon Blaze (Earth-30847),/wiki/Johnathon_Blaze_(Earth-30847),Durability,Bulletproof
Jomo Kimanye (Earth-616),/wiki/Jomo_Kimanye_(Earth-616),Durability,Bulletproof
Jonathan Darque (Earth-616),/wiki/Jonathan_Darque_(Earth-616),Durability,Bulletproof
Joseph Cartelli (Earth-616),/wiki/Joseph_Cartelli_(Earth-616),Durability,Bulletproof
Joss Shappe (Earth-616),/wiki/Joss_Shappe_(Earth-616),Durability,Bulletproof
Kaine Parker (Earth-616),/wiki/Kaine_Parker_(Earth-616),Durability,Bulletproof
Karolina Dean (Earth-616),/wiki/Karolina_Dean_(Earth-616),Durability,Bulletproof
Kateri Deseronto (Earth-616),/wiki/Kateri_Deseronto_(Earth-616),Durability,Bulletproof
Katherine Waynesboro (Earth-616),/wiki/Katherine_Waynesboro_(Earth-616),Durability,Bulletproof
Kearson DeWitt (Earth-616),/wiki/Kearson_DeWitt_(Earth-616),Durability,Bulletproof
Kelsey Leigh (Earth-616),/wiki/Kelsey_Leigh_(Earth-616),Durability,Bulletproof
Kenshiro Cochrane (Earth-928),/wiki/Kenshiro_Cochrane_(Earth-928),Durability,Bulletproof
Kevin O'Brien (Earth-616),/wiki/Kevin_O%27Brien_(Earth-616),Durability,Bulletproof
Kevin Trench (Earth-616),/wiki/Kevin_Trench_(Earth-616),Durability,Bulletproof
Kirov Petrovna (Earth-616),/wiki/Kirov_Petrovna_(Earth-616),Durability,Bulletproof
Lawrence Young (Earth-616),/wiki/Lawrence_Young_(Earth-616),Durability,Bulletproof
Leiko Tanaka (Earth-616),/wiki/Leiko_Tanaka_(Earth-616),Durability,Bulletproof
Leila Davis (Earth-616),/wiki/Leila_Davis_(Earth-616),Durability,Bulletproof
Lily Hollister (Earth-616),/wiki/Lily_Hollister_(Earth-616),Durability,Bulletproof
Litterbug (Earth-616),/wiki/Litterbug_(Earth-616),Durability,Bulletproof
Luke Cage (Earth-616),/wiki/Luke_Cage_(Earth-616),Durability,Bulletproof
Luther Manning (Earth-7484),/wiki/Luther_Manning_(Earth-7484),Durability,Bulletproof
Lyle Dekker (Earth-616),/wiki/Lyle_Dekker_(Earth-616),Durability,Bulletproof
M-11 (Earth-616),/wiki/M-11_(Earth-616),Durability,Bulletproof
M-Nell (Earth-616),/wiki/M-Nell_(Earth-616),Durability,Bulletproof
MacDonald Gargan (Earth-616),/wiki/MacDonald_Gargan_(Earth-616),Durability,Bulletproof
Madeline Berry (Earth-616),/wiki/Madeline_Berry_(Earth-616),Durability,Bulletproof
Magnus Lehnsherr (Earth-27),/wiki/Magnus_Lehnsherr_(Earth-27),Durability,Bulletproof
Man-Beast (Earth-616),/wiki/Man-Beast_(Earth-616),Durability,Bulletproof
Marco Scarlotti (Earth-616),/wiki/Marco_Scarlotti_(Earth-616),Durability,Bulletproof
Mark Raxton (Earth-616),/wiki/Mark_Raxton_(Earth-616),Durability,Bulletproof
Markus Ettlinger (Earth-616),/wiki/Markus_Ettlinger_(Earth-616),Durability,Bulletproof
Martha Franklin (Earth-616),/wiki/Martha_Franklin_(Earth-616),Durability,Bulletproof
Mary MacPherran (Earth-616),/wiki/Mary_MacPherran_(Earth-616),Durability,Bulletproof
Max Borne (Earth-9500),/wiki/Max_Borne_(Earth-9500),Durability,Bulletproof
Max Parrish (Earth-616),/wiki/Max_Parrish_(Earth-616),Durability,Bulletproof
Maxwell Markham (Earth-616),/wiki/Maxwell_Markham_(Earth-616),Durability,Bulletproof
Michael Badilino (Earth-616),/wiki/Michael_Badilino_(Earth-616),Durability,Bulletproof
Michael Hart (Earth-616),/wiki/Michael_Hart_(Earth-616),Durability,Bulletproof
Michael O'Brien (Earth-616),/wiki/Michael_O%27Brien_(Earth-616),Durability,Bulletproof
Miek (Earth-616),/wiki/Miek_(Earth-616),Durability,Bulletproof
Miguel Santos (Earth-616),/wiki/Miguel_Santos_(Earth-616),Durability,Bulletproof
Mitchell Tanner (Earth-616),/wiki/Mitchell_Tanner_(Earth-616),Durability,Bulletproof
Modulus (Earth-616),/wiki/Modulus_(Earth-616),Durability,Bulletproof
Monet St. Croix (Earth-616),/wiki/Monet_St._Croix_(Earth-616),Durability,Bulletproof
Monstra (Earth-616),/wiki/Monstra_(Earth-616),Durability,Bulletproof
Mowfus (Earth-616),/wiki/Mowfus_(Earth-616),Durability,Bulletproof
N'Kantu (Earth-616),/wiki/N%27Kantu_(Earth-616),Durability,Bulletproof
Namorita Prentiss (Earth-616),/wiki/Namorita_Prentiss_(Earth-616),Durability,Bulletproof
Naomi Kale (Earth-616),/wiki/Naomi_Kale_(Earth-616),Durability,Bulletproof
Nathan Garrett (Earth-616),/wiki/Nathan_Garrett_(Earth-616),Durability,Bulletproof
Nathaniel Richards (Iron Lad) (Earth-6311),/wiki/Nathaniel_Richards_(Iron_Lad)_(Earth-6311),Durability,Bulletproof
Nathaniel Richards (Kang) (Earth-6311),/wiki/Nathaniel_Richards_(Kang)_(Earth-6311),Durability,Bulletproof
Nathaniel Richards (Scarlet Centurion) (Earth-6311),/wiki/Nathaniel_Richards_(Scarlet_Centurion)_(Earth-6311),Durability,Bulletproof
Navid Hashim (Earth-616),/wiki/Navid_Hashim_(Earth-616),Durability,Bulletproof
Nekra Sinclair (Earth-616),/wiki/Nekra_Sinclair_(Earth-616),Durability,Bulletproof
Nemesis (Earth-295),/wiki/Nemesis_(Earth-295),Durability,Bulletproof
Neosaurus (Earth-616),/wiki/Neosaurus_(Earth-616),Durability,Bulletproof
Nihil (Earth-1610),/wiki/Nihil_(Earth-1610),Durability,Bulletproof
Obadiah Stane (Earth-616),/wiki/Obadiah_Stane_(Earth-616),Durability,Bulletproof
Olinka Barankova (Earth-616),/wiki/Olinka_Barankova_(Earth-616),Durability,Bulletproof
Orphan-Maker (Peter) (Earth-616),/wiki/Orphan-Maker_(Peter)_(Earth-616),Durability,Bulletproof
Osinga Rplss (Earth-616),/wiki/Osinga_Rplss_(Earth-616),Durability,Bulletproof
Patrick Mulligan (Earth-616),/wiki/Patrick_Mulligan_(Earth-616),Durability,Bulletproof
Paul Destine (Earth-616),/wiki/Paul_Destine_(Earth-616),Durability,Bulletproof
Paul Duval (Earth-616),/wiki/Paul_Duval_(Earth-616),Durability,Bulletproof
Paul Provenzano (Earth-616),/wiki/Paul_Provenzano_(Earth-616),Durability,Bulletproof
Peni Parker (Earth-14512),/wiki/Peni_Parker_(Earth-14512),Durability,Bulletproof
Persephone (Olympian) (Earth-616),/wiki/Persephone_(Olympian)_(Earth-616),Durability,Bulletproof
Peter Parker (Earth-1048),/wiki/Peter_Parker_(Earth-1048),Durability,Bulletproof
Philip Wing (Earth-616),/wiki/Philip_Wing_(Earth-616),Durability,Bulletproof
Phillip Urich (Earth-616),/wiki/Phillip_Urich_(Earth-616),Durability,Bulletproof
Phoebus Apollo (Earth-616),/wiki/Phoebus_Apollo_(Earth-616),Durability,Bulletproof
Piper Dali (Earth-616),/wiki/Piper_Dali_(Earth-616),Durability,Bulletproof
Pretty Boy (Earth-616),/wiki/Pretty_Boy_(Earth-616),Durability,Bulletproof
Ralph Roberts (Earth-616),/wiki/Ralph_Roberts_(Earth-616),Durability,Bulletproof
Red Raven (Earth-616),/wiki/Red_Raven_(Earth-616),Durability,Bulletproof
Reed Richards (Counter-Earth) (Earth-616),/wiki/Reed_Richards_(Counter-Earth)_(Earth-616),Durability,Bulletproof
Reed Richards (Earth-616),/wiki/Reed_Richards_(Earth-616),Durability,Bulletproof
Reed Richards (Earth-944),/wiki/Reed_Richards_(Earth-944),Durability,Bulletproof
Reed Richards (Earth-1610),/wiki/Reed_Richards_(Earth-1610),Durability,Bulletproof
Rhino (Kraven) (Earth-616),/wiki/Rhino_(Kraven)_(Earth-616),Durability,Bulletproof
Rick Landau (Earth-50701),/wiki/Rick_Landau_(Earth-50701),Durability,Bulletproof
Robert Baldwin (Earth-616),/wiki/Robert_Baldwin_(Earth-616),Durability,Bulletproof
Robert Hellsgaard (Earth-616),/wiki/Robert_Hellsgaard_(Earth-616),Durability,Bulletproof
Robert Markham (Earth-616),/wiki/Robert_Markham_(Earth-616),Durability,Bulletproof
Roberto Reyes (Earth-616),/wiki/Roberto_Reyes_(Earth-616),Durability,Bulletproof
Roberto Velasquez (Earth-616),/wiki/Roberto_Velasquez_(Earth-616),Durability,Bulletproof
Roco-Bai (Earth-616),/wiki/Roco-Bai_(Earth-616),Durability,Bulletproof
Roger Bochs (Earth-616),/wiki/Roger_Bochs_(Earth-616),Durability,Bulletproof
Ruby Summers (Earth-1191),/wiki/Ruby_Summers_(Earth-1191),Durability,Bulletproof
Ruth Bat-Seraph (Earth-616),/wiki/Ruth_Bat-Seraph_(Earth-616),Durability,Bulletproof
Samuel John LaRoquette (Earth-616),/wiki/Samuel_John_LaRoquette_(Earth-616),Durability,Bulletproof
Scaleface (Earth-616),/wiki/Scaleface_(Earth-616),Durability,Bulletproof
Scorpion (Earth-1610),/wiki/Scorpion_(Earth-1610),Durability,Bulletproof
Scott Lang (Earth-616),/wiki/Scott_Lang_(Earth-616),Durability,Bulletproof
Scott Washington (Earth-616),/wiki/Scott_Washington_(Earth-616),Durability,Bulletproof
Set (Earth-616),/wiki/Set_(Earth-616),Durability,Bulletproof
Seth Voelker (Earth-616),/wiki/Seth_Voelker_(Earth-616),Durability,Bulletproof
Sharra Neramani (Earth-616),/wiki/Sharra_Neramani_(Earth-616),Durability,Bulletproof
Shiro Yoshida (Earth-616),/wiki/Shiro_Yoshida_(Earth-616),Durability,Bulletproof
Silvio Manfredi (Earth-616),/wiki/Silvio_Manfredi_(Earth-616),Durability,Bulletproof
Simon Maddicks (Earth-616),/wiki/Simon_Maddicks_(Earth-616),Durability,Bulletproof
Sky-Walker (Starron) (Earth-616),/wiki/Sky-Walker_(Starron)_(Earth-616),Durability,Bulletproof
Sleeper (Symbiote) (Earth-616),/wiki/Sleeper_(Symbiote)_(Earth-616),Durability,Bulletproof
Slizzik (Earth-616),/wiki/Slizzik_(Earth-616),Durability,Bulletproof
Space Phantom (Temporal Limbo),/wiki/Space_Phantom_(Temporal_Limbo),Durability,Bulletproof
Stephen Beckley (Earth-616),/wiki/Stephen_Beckley_(Earth-616),Durability,Bulletproof
Stewart Cadwall (Earth-616),/wiki/Stewart_Cadwall_(Earth-616),Durability,Bulletproof
Supreme Pontiff (Earth-616),/wiki/Supreme_Pontiff_(Earth-616),Durability,Bulletproof
Susan Storm (Earth-1610),/wiki/Susan_Storm_(Earth-1610),Durability,Bulletproof
Suzi Endo (Earth-616),/wiki/Suzi_Endo_(Earth-616),Durability,Bulletproof
Suzi Endo (Earth-9528),/wiki/Suzi_Endo_(Earth-9528),Durability,Bulletproof
Tana Nile (Earth-616),/wiki/Tana_Nile_(Earth-616),Durability,Bulletproof
Terrance Sorenson (Earth-616),/wiki/Terrance_Sorenson_(Earth-616),Durability,Bulletproof
Theodore Winchester (Earth-616),/wiki/Theodore_Winchester_(Earth-616),Durability,Bulletproof
Thomas Cassidy (Earth-616),/wiki/Thomas_Cassidy_(Earth-616),Durability,Bulletproof
Todd Arliss (Earth-616),/wiki/Todd_Arliss_(Earth-616),Durability,Bulletproof
Todd Fields (Earth-616),/wiki/Todd_Fields_(Earth-616),Durability,Bulletproof
Turk Barrett (Earth-616),/wiki/Turk_Barrett_(Earth-616),Durability,Bulletproof
Tyrak (Earth-616),/wiki/Tyrak_(Earth-616),Durability,Bulletproof
Tyrone Johnson (Earth-616),/wiki/Tyrone_Johnson_(Earth-616),Durability,Bulletproof
Umbra (Earth-616),/wiki/Umbra_(Earth-616),Durability,Bulletproof
Val Ventura (Earth-616),/wiki/Val_Ventura_(Earth-616),Durability,Bulletproof
Valeria Richards (Earth-616),/wiki/Valeria_Richards_(Earth-616),Durability,Bulletproof
Vali Halfling (Earth-616),/wiki/Vali_Halfling_(Earth-616),Durability,Bulletproof
Vance Astrovik (Earth-616),/wiki/Vance_Astrovik_(Earth-616),Durability,Bulletproof
Veronica Dultry (Earth-616),/wiki/Veronica_Dultry_(Earth-616),Durability,Bulletproof
Victor Van Damme (Earth-1610),/wiki/Victor_Van_Damme_(Earth-1610),Durability,Bulletproof
Victor von Doom (Clone) (Earth-616),/wiki/Victor_von_Doom_(Clone)_(Earth-616),Durability,Bulletproof
Vincent Stegron (Earth-616),/wiki/Vincent_Stegron_(Earth-616),Durability,Bulletproof
Virginia Potts (Earth-616),/wiki/Virginia_Potts_(Earth-616),Durability,Bulletproof
Vuk (Earth-616),/wiki/Vuk_(Earth-616),Durability,Bulletproof
Víctor Álvarez (Earth-616),/wiki/V%C3%ADctor_%C3%81lvarez_(Earth-616),Durability,Bulletproof
Wadey Wilson (Earth-1610),/wiki/Wadey_Wilson_(Earth-1610),Durability,Bulletproof
Whistle Pig (Earth-616),/wiki/Whistle_Pig_(Earth-616),Durability,Bulletproof
William Carmody (Earth-616),/wiki/William_Carmody_(Earth-616),Durability,Bulletproof
William Cross (Earth-616),/wiki/William_Cross_(Earth-616),Durability,Bulletproof
William Robert Reilly (Earth-616),/wiki/William_Robert_Reilly_(Earth-616),Durability,Bulletproof
Xavin (Earth-616),/wiki/Xavin_(Earth-616),Durability,Bulletproof
Yabbat Ummon Turru (Earth-1365),/wiki/Yabbat_Ummon_Turru_(Earth-1365),Durability,Bulletproof
Yith (Earth-616),/wiki/Yith_(Earth-616),Durability,Bulletproof
Zacharaiah Seavey (Earth-616),/wiki/Zacharaiah_Seavey_(Earth-616),Durability,Bulletproof
A'Lars (Earth-616),/wiki/A%27Lars_(Earth-616),Durability,Superhuman
Aaron Nicholson (Earth-616),/wiki/Aaron_Nicholson_(Earth-616),Durability,Superhuman
Aaron Stack (Earth-616),/wiki/Aaron_Stack_(Earth-616),Durability,Superhuman
Abner Jenkins (Earth-616),/wiki/Abner_Jenkins_(Earth-616),Durability,Superhuman
Absolon Mercator (Earth-616),/wiki/Absolon_Mercator_(Earth-616),Durability,Superhuman
Achelous (Earth-616),/wiki/Achelous_(Earth-616),Durability,Superhuman
Adam Brashear (Earth-616),/wiki/Adam_Brashear_(Earth-616),Durability,Superhuman
Adam Warlock (Earth-616),/wiki/Adam_Warlock_(Earth-616),Durability,Superhuman
Advisor (Earth-616),/wiki/Advisor_(Earth-616),Durability,Superhuman
Aegis (Monster) (Earth-616),/wiki/Aegis_(Monster)_(Earth-616),Durability,Superhuman
Agron (Earth-76216),/wiki/Agron_(Earth-76216),Durability,Superhuman
Ahmet Abdol (Earth-616),/wiki/Ahmet_Abdol_(Earth-616),Durability,Superhuman
Ai Apaec (Earth-616),/wiki/Ai_Apaec_(Earth-616),Durability,Superhuman
Aiden Gillespie (Earth-616),/wiki/Aiden_Gillespie_(Earth-616),Durability,Superhuman
Aleksei Sytsevich (Earth-616),/wiki/Aleksei_Sytsevich_(Earth-616),Durability,Superhuman
Aleta Ogord (Earth-691),/wiki/Aleta_Ogord_(Earth-691),Durability,Superhuman
Alex Wildman (Earth-616),/wiki/Alex_Wildman_(Earth-616),Durability,Superhuman
Alexander Power (Earth-616),/wiki/Alexander_Power_(Earth-616),Durability,Superhuman
Alice MacAllister (Earth-616),/wiki/Alice_MacAllister_(Earth-616),Durability,Superhuman
Alice Nugent (Earth-616),/wiki/Alice_Nugent_(Earth-616),Durability,Superhuman
Ambient-Energy Dampening Actualization Module Unit Zero (Earth-4935),/wiki/Ambient-Energy_Dampening_Actualization_Module_Unit_Zero_(Earth-4935),Durability,Superhuman
Amenhotep IV (Earth-4321),/wiki/Amenhotep_IV_(Earth-4321),Durability,Superhuman
America Chavez (Earth-616),/wiki/America_Chavez_(Earth-616),Durability,Superhuman
Amora (Earth-616),/wiki/Amora_(Earth-616),Durability,Superhuman
Ananym (Earth-616),/wiki/Ananym_(Earth-616),Durability,Superhuman
Anath-Na Mut (Earth-616),/wiki/Anath-Na_Mut_(Earth-616),Durability,Superhuman
Andrea Roarke (Earth-616),/wiki/Andrea_Roarke_(Earth-616),Durability,Superhuman
Andro (Earth-616),/wiki/Andro_(Earth-616),Durability,Superhuman
Angelina Brancale (Earth-616),/wiki/Angelina_Brancale_(Earth-616),Durability,Superhuman
Anne Weying (Earth-616),/wiki/Anne_Weying_(Earth-616),Durability,Superhuman
Annihilus (Earth-616),/wiki/Annihilus_(Earth-616),Durability,Superhuman
Anthony Stark (Earth-616),/wiki/Anthony_Stark_(Earth-616),Durability,Superhuman
Anthony Stark (Earth-5012),/wiki/Anthony_Stark_(Earth-5012),Durability,Superhuman
Anthony Stark (Earth-30847),/wiki/Anthony_Stark_(Earth-30847),Durability,Superhuman
Anthony Stark (Earth-50701),/wiki/Anthony_Stark_(Earth-50701),Durability,Superhuman
Anthony Stark (Earth-96020),/wiki/Anthony_Stark_(Earth-96020),Durability,Superhuman
Antonio Rodriguez (Earth-616),/wiki/Antonio_Rodriguez_(Earth-616),Durability,Superhuman
Antonio Stark (Earth-1610),/wiki/Antonio_Stark_(Earth-1610),Durability,Superhuman
April Parker (Earth-982),/wiki/April_Parker_(Earth-982),Durability,Superhuman
Archibald Dyker (Earth-616),/wiki/Archibald_Dyker_(Earth-616),Durability,Superhuman
Arcturus Rann (Earth-616),/wiki/Arcturus_Rann_(Earth-616),Durability,Superhuman
Ard-Con (Earth-616),/wiki/Ard-Con_(Earth-616),Durability,Superhuman
Ardina (Earth-616),/wiki/Ardina_(Earth-616),Durability,Superhuman
Ares (Earth-616),/wiki/Ares_(Earth-616),Durability,Superhuman
Arisen Tyrk (Earth-616),/wiki/Arisen_Tyrk_(Earth-616),Durability,Superhuman
Arkady Rossovich (Earth-1610),/wiki/Arkady_Rossovich_(Earth-1610),Durability,Superhuman
Arkon (Earth-616),/wiki/Arkon_(Earth-616),Durability,Superhuman
Armorer (Earth-616),/wiki/Armorer_(Earth-616),Durability,Superhuman
Arno Stark (Earth-616),/wiki/Arno_Stark_(Earth-616),Durability,Superhuman
Arno Stark (Earth-8410),/wiki/Arno_Stark_(Earth-8410),Durability,Superhuman
Athena Parthenos (Earth-616),/wiki/Athena_Parthenos_(Earth-616),Durability,Superhuman
Ayesha (Earth-616),/wiki/Ayesha_(Earth-616),Durability,Superhuman
B'nee and C'cil (Earth-616),/wiki/B%27nee_and_C%27cil_(Earth-616),Durability,Superhuman
Barry Bauman (Earth-616),/wiki/Barry_Bauman_(Earth-616),Durability,Superhuman
Barry Windom (Earth-616),/wiki/Barry_Windom_(Earth-616),Durability,Superhuman
Basil Elks (Earth-616),/wiki/Basil_Elks_(Earth-616),Durability,Superhuman
Belasco (Earth-616),/wiki/Belasco_(Earth-616),Durability,Superhuman
Belathauzer (Earth-616),/wiki/Belathauzer_(Earth-616),Durability,Superhuman
Benjamin Grimm (Earth-616),/wiki/Benjamin_Grimm_(Earth-616),Durability,Superhuman
Benjamin Grimm (Earth-1610),/wiki/Benjamin_Grimm_(Earth-1610),Durability,Superhuman
Benjamin Grimm (Earth-50701),/wiki/Benjamin_Grimm_(Earth-50701),Durability,Superhuman
Bennet du Paris (Earth-616),/wiki/Bennet_du_Paris_(Earth-616),Durability,Superhuman
Bentley Wittman (Earth-616),/wiki/Bentley_Wittman_(Earth-616),Durability,Superhuman
Bernard Hoyster (Earth-616),/wiki/Bernard_Hoyster_(Earth-616),Durability,Superhuman
