name,url,min Durability,min Energy_Projection,min Fighting_Skills,min Intelligence,min Speed,min Strength,max Durability,max Energy_Projection,max Fighting_Skills,max Intelligence,max Speed,max Strength
Jonathan Darque (Earth-616),https://marvel.fandom.com/wiki/Jonathan_Darque_(Earth-616),5.0,4.0,2.0,4.0,2.0,4.0,5.0,4.0,2.0,4.0,2.0,4.0
Jonathan East (Earth-616),https://marvel.fandom.com/wiki/Jonathan_East_(Earth-616),2.0,5.0,1.0,5.0,2.0,2.0,2.0,5.0,1.0,5.0,2.0,2.0
Jonathan Garrett (Earth-616),https://marvel.fandom.com/wiki/Jonathan_Garrett_(Earth-616),4.0,1.0,4.0,3.0,3.0,4.0,4.0,1.0,4.0,3.0,3.0,4.0
Jonathan Hart (Earth-616),https://marvel.fandom.com/wiki/Jonathan_Hart_(Earth-616),6.0,5.0,3.0,4.0,7.0,4.0,6.0,5.0,3.0,4.0,7.0,4.0
Jonathan Juniper (Earth-616),https://marvel.fandom.com/wiki/Jonathan_Juniper_(Earth-616),2.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0
Jonathan Logan (Earth-616),https://marvel.fandom.com/wiki/Jonathan_Logan_(Earth-616),2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0
Jonathan Powers (Earth-616),https://marvel.fandom.com/wiki/Jonathan_Powers_(Earth-616),2.0,3.0,6.0,4.0,2.0,2.0,2.0,3.0,6.0,4.0,2.0,2.0
Jonathan Raven (Earth-691),https://marvel.fandom.com/wiki/Jonathan_Raven_(Earth-691),2.0,3.0,6.0,2.0,2.0,3.0,2.0,3.0,6.0,2.0,2.0,3.0
Jonathan Richards (Earth-967),https://marvel.fandom.com/wiki/Jonathan_Richards_(Earth-967),3.0,7.0,2.0,5.0,2.0,2.0,3.0,7.0,2.0,5.0,7.0,2.0
Jonathan Storm (Earth-1610),https://marvel.fandom.com/wiki/Jonathan_Storm_(Earth-1610),2.0,4.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0
Jonathan Storm (Earth-50701),https://marvel.fandom.com/wiki/Jonathan_Storm_(Earth-50701),2.0,5.0,3.0,2.0,5.0,2.0,2.0,5.0,3.0,2.0,5.0,2.0
Jonathan Storm (Earth-616),https://marvel.fandom.com/wiki/Jonathan_Storm_(Earth-616),2.0,5.0,3.0,2.0,5.0,2.0,6.0,5.0,3.0,2.0,5.0,2.0
Jonathan Storm (Earth-721),https://marvel.fandom.com/wiki/Jonathan_Storm_(Earth-721),3.0,2.0,4.0,2.0,7.0,4.0,7.0,6.0,4.0,2.0,7.0,7.0
Jonathan Tremont (Earth-616),https://marvel.fandom.com/wiki/Jonathan_Tremont_(Earth-616),6.0,6.0,2.0,4.0,5.0,7.0,6.0,6.0,2.0,4.0,5.0,7.0
Jonathan Walker (Earth-616),https://marvel.fandom.com/wiki/Jonathan_Walker_(Earth-616),3.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0
Jonothon Starsmore (Earth-616),https://marvel.fandom.com/wiki/Jonothon_Starsmore_(Earth-616),4.0,4.0,4.0,3.0,2.0,2.0,6.0,5.0,4.0,3.0,2.0,2.0
Joost van Straaten (Earth-616),https://marvel.fandom.com/wiki/Joost_van_Straaten_(Earth-616),6.0,6.0,2.0,3.0,2.0,4.0,6.0,6.0,2.0,3.0,2.0,4.0
Jordan Boone (Earth-928),https://marvel.fandom.com/wiki/Jordan_Boone_(Earth-928),4.0,1.0,2.0,5.0,3.0,3.0,4.0,1.0,2.0,5.0,3.0,3.0
Jormungand (Earth-616),https://marvel.fandom.com/wiki/Jormungand_(Earth-616),6.0,2.0,2.0,2.0,5.0,7.0,6.0,2.0,2.0,2.0,5.0,7.0
Josef Huber (Earth-616),https://marvel.fandom.com/wiki/Josef_Huber_(Earth-616),7.0,6.0,4.0,7.0,7.0,7.0,7.0,6.0,4.0,7.0,7.0,7.0
Joseph (Earth-616),https://marvel.fandom.com/wiki/Joseph_(Earth-616),2.0,6.0,3.0,5.0,5.0,2.0,2.0,6.0,3.0,5.0,5.0,2.0
Joseph Calhoun (Earth-616),https://marvel.fandom.com/wiki/Joseph_Calhoun_(Earth-616),1.0,6.0,1.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0
Joseph Cartelli (Earth-616),https://marvel.fandom.com/wiki/Joseph_Cartelli_(Earth-616),5.0,3.0,4.0,2.0,3.0,4.0,5.0,3.0,4.0,2.0,3.0,4.0
Joseph Chapman (Earth-616),https://marvel.fandom.com/wiki/Joseph_Chapman_(Earth-616),3.0,1.0,4.0,2.0,2.0,3.0,3.0,1.0,4.0,2.0,2.0,3.0
Joseph Green (Earth-616),https://marvel.fandom.com/wiki/Joseph_Green_(Earth-616),2.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0
Joseph Hogan (Earth-616),https://marvel.fandom.com/wiki/Joseph_Hogan_(Earth-616),2.0,1.0,4.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,3.0
Joseph Manfredi (Earth-616),https://marvel.fandom.com/wiki/Joseph_Manfredi_(Earth-616),2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,2.0
Joseph Robertson (Earth-616),https://marvel.fandom.com/wiki/Joseph_Robertson_(Earth-616),2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0
Joseph Smith (Earth-616),https://marvel.fandom.com/wiki/Joseph_Smith_(Earth-616),3.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0
Joseph Timms (Earth-616),https://marvel.fandom.com/wiki/Joseph_Timms_(Earth-616),7.0,3.0,1.0,2.0,3.0,5.0,7.0,3.0,1.0,2.0,3.0,5.0
Josephine Pulaski (Earth-616),https://marvel.fandom.com/wiki/Josephine_Pulaski_(Earth-616),2.0,4.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0
Joshua Ayers (Earth-616),https://marvel.fandom.com/wiki/Joshua_Ayers_(Earth-616),2.0,3.0,2.0,3.0,2.0,2.0,3.0,6.0,2.0,3.0,7.0,4.0
Joshua Farkas (Earth-616),https://marvel.fandom.com/wiki/Joshua_Farkas_(Earth-616),6.0,2.0,2.0,2.0,2.0,4.0,6.0,2.0,2.0,2.0,2.0,4.0
Joshua Foley (Earth-616),https://marvel.fandom.com/wiki/Joshua_Foley_(Earth-616),2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0
Joshua Guthrie (Earth-616),https://marvel.fandom.com/wiki/Joshua_Guthrie_(Earth-616),4.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,3.0,2.0,3.0,2.0
Joss Shappe (Earth-616),https://marvel.fandom.com/wiki/Joss_Shappe_(Earth-616),5.0,1.0,3.0,2.0,4.0,3.0,5.0,1.0,3.0,2.0,4.0,3.0
Joy Mercado (Earth-616),https://marvel.fandom.com/wiki/Joy_Mercado_(Earth-616),2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0
Joyce Delaney (Earth-616),https://marvel.fandom.com/wiki/Joyce_Delaney_(Earth-616),2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0
Jubilation Lee (Earth-616),https://marvel.fandom.com/wiki/Jubilation_Lee_(Earth-616),2.0,1.0,3.0,2.0,2.0,2.0,6.0,5.0,3.0,2.0,3.0,4.0
Judas Traveller (Earth-616),https://marvel.fandom.com/wiki/Judas_Traveller_(Earth-616),2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0
Julia Carpenter (Earth-616),https://marvel.fandom.com/wiki/Julia_Carpenter_(Earth-616),3.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0
Julia Koenig (Earth-616),https://marvel.fandom.com/wiki/Julia_Koenig_(Earth-616),6.0,1.0,4.0,4.0,2.0,5.0,6.0,1.0,4.0,4.0,2.0,5.0
Julian Keller (Earth-616),https://marvel.fandom.com/wiki/Julian_Keller_(Earth-616),4.0,5.0,3.0,2.0,3.0,2.0,4.0,5.0,3.0,2.0,3.0,2.0
Julie Power (Earth-616),https://marvel.fandom.com/wiki/Julie_Power_(Earth-616),4.0,2.0,3.0,2.0,5.0,2.0,6.0,4.0,3.0,2.0,7.0,2.0
Juliette D'Angelo (Earth-616),https://marvel.fandom.com/wiki/Juliette_D%27Angelo_(Earth-616),2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0
Julio Richter (Earth-616),https://marvel.fandom.com/wiki/Julio_Richter_(Earth-616),2.0,1.0,3.0,2.0,2.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0
Julius Mullarkey (Earth-616),https://marvel.fandom.com/wiki/Julius_Mullarkey_(Earth-616),4.0,1.0,4.0,2.0,3.0,4.0,4.0,1.0,4.0,2.0,3.0,4.0
Jumbo Carnation (Earth-616),https://marvel.fandom.com/wiki/Jumbo_Carnation_(Earth-616),3.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0
June Covington (Earth-616),https://marvel.fandom.com/wiki/June_Covington_(Earth-616),4.0,1.0,1.0,5.0,2.0,2.0,4.0,1.0,1.0,5.0,2.0,2.0
Justice Peace (Earth-869371),https://marvel.fandom.com/wiki/Justice_Peace_(Earth-869371),6.0,6.0,4.0,4.0,3.0,3.0,6.0,6.0,4.0,4.0,7.0,3.0
Justin Hammer (Earth-1610),https://marvel.fandom.com/wiki/Justin_Hammer_(Earth-1610),2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0
Justin Hammer (Earth-616),https://marvel.fandom.com/wiki/Justin_Hammer_(Earth-616),2.0,1.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,2.0
Justine Hammer (Earth-616),https://marvel.fandom.com/wiki/Justine_Hammer_(Earth-616),2.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,7.0,2.0
Juston Seyfert (Earth-616),https://marvel.fandom.com/wiki/Juston_Seyfert_(Earth-616),2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
K'rll (Earth-616),https://marvel.fandom.com/wiki/K%27rll_(Earth-616),7.0,7.0,2.0,5.0,7.0,7.0,7.0,7.0,2.0,5.0,7.0,7.0
Kaine (Earth-1610),https://marvel.fandom.com/wiki/Kaine_(Earth-1610),3.0,1.0,2.0,4.0,3.0,4.0,3.0,1.0,2.0,4.0,3.0,4.0
Kaine Parker (Earth-616),https://marvel.fandom.com/wiki/Kaine_Parker_(Earth-616),3.0,2.0,4.0,4.0,3.0,4.0,5.0,2.0,4.0,4.0,3.0,7.0
KalAOL (Earth-3131),https://marvel.fandom.com/wiki/KalAOL_(Earth-3131),2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
Kala (Earth-616),https://marvel.fandom.com/wiki/Kala_(Earth-616),1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,3.0
Kallark (Earth-616),https://marvel.fandom.com/wiki/Kallark_(Earth-616),7.0,6.0,6.0,3.0,7.0,7.0,7.0,6.0,6.0,3.0,7.0,7.0
Kaluu (Earth-616),https://marvel.fandom.com/wiki/Kaluu_(Earth-616),3.0,6.0,3.0,3.0,2.0,2.0,3.0,6.0,3.0,3.0,7.0,2.0
Kamal el Alaoui (Earth-616),https://marvel.fandom.com/wiki/Kamal_el_Alaoui_(Earth-616),3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0
Kamala Khan (Earth-616),https://marvel.fandom.com/wiki/Kamala_Khan_(Earth-616),4.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,4.0
Karen Page (Earth-616),https://marvel.fandom.com/wiki/Karen_Page_(Earth-616),2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0
Karima Shapandar (Earth-616),https://marvel.fandom.com/wiki/Karima_Shapandar_(Earth-616),4.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,5.0
Karl Kort (Earth-616),https://marvel.fandom.com/wiki/Karl_Kort_(Earth-616),2.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0
Karl Lykos (Earth-616),https://marvel.fandom.com/wiki/Karl_Lykos_(Earth-616),3.0,4.0,3.0,3.0,2.0,4.0,4.0,6.0,3.0,3.0,3.0,5.0
Karl Mordo (Earth-616),https://marvel.fandom.com/wiki/Karl_Mordo_(Earth-616),4.0,6.0,3.0,3.0,3.0,1.0,4.0,6.0,3.0,3.0,7.0,1.0
Karl Morgenthau (Earth-616),https://marvel.fandom.com/wiki/Karl_Morgenthau_(Earth-616),2.0,1.0,5.0,2.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0
Karla Sofen (Earth-616),https://marvel.fandom.com/wiki/Karla_Sofen_(Earth-616),3.0,4.0,3.0,4.0,3.0,4.0,6.0,7.0,3.0,4.0,7.0,5.0
Karlin Malus (Earth-616),https://marvel.fandom.com/wiki/Karlin_Malus_(Earth-616),2.0,1.0,2.0,5.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,2.0
Karn (Earth-001),https://marvel.fandom.com/wiki/Karn_(Earth-001),4.0,3.0,4.0,2.0,2.0,4.0,7.0,5.0,4.0,4.0,7.0,4.0
Karnak Mander-Azur (Earth-616),https://marvel.fandom.com/wiki/Karnak_Mander-Azur_(Earth-616),3.0,3.0,6.0,3.0,2.0,4.0,3.0,3.0,6.0,3.0,2.0,4.0
Karnilla (Earth-616),https://marvel.fandom.com/wiki/Karnilla_(Earth-616),6.0,6.0,2.0,3.0,3.0,5.0,6.0,6.0,2.0,3.0,7.0,5.0
Karolina Dean (Earth-616),https://marvel.fandom.com/wiki/Karolina_Dean_(Earth-616),5.0,4.0,2.0,2.0,3.0,3.0,5.0,4.0,2.0,2.0,3.0,3.0
Kateri Deseronto (Earth-616),https://marvel.fandom.com/wiki/Kateri_Deseronto_(Earth-616),5.0,3.0,5.0,2.0,2.0,2.0,5.0,3.0,5.0,2.0,2.0,2.0
Katherine Bishop (Earth-616),https://marvel.fandom.com/wiki/Katherine_Bishop_(Earth-616),2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0
Katherine Pryde (Earth-1610),https://marvel.fandom.com/wiki/Katherine_Pryde_(Earth-1610),2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
Katherine Pryde (Earth-295),https://marvel.fandom.com/wiki/Katherine_Pryde_(Earth-295),3.0,1.0,5.0,4.0,2.0,2.0,3.0,1.0,5.0,4.0,2.0,2.0
Katherine Pryde (Earth-616),https://marvel.fandom.com/wiki/Katherine_Pryde_(Earth-616),3.0,1.0,5.0,4.0,2.0,2.0,3.0,1.0,5.0,4.0,2.0,2.0
Katherine Pryde (Earth-811),https://marvel.fandom.com/wiki/Katherine_Pryde_(Earth-811),6.0,3.0,1.0,4.0,3.0,3.0,6.0,3.0,1.0,4.0,7.0,3.0
Katherine Waynesboro (Earth-616),https://marvel.fandom.com/wiki/Katherine_Waynesboro_(Earth-616),5.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,3.0,3.0,3.0,5.0
Kathleen Dare (Earth-616),https://marvel.fandom.com/wiki/Kathleen_Dare_(Earth-616),2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
Kathryn Cushing (Earth-616),https://marvel.fandom.com/wiki/Kathryn_Cushing_(Earth-616),2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0
Kathy Malper (Earth-616),https://marvel.fandom.com/wiki/Kathy_Malper_(Earth-616),2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0
Katrina van Horn (Earth-616),https://marvel.fandom.com/wiki/Katrina_van_Horn_(Earth-616),3.0,1.0,4.0,2.0,2.0,5.0,3.0,1.0,4.0,2.0,2.0,5.0
Katu Kath (Earth-616),https://marvel.fandom.com/wiki/Katu_Kath_(Earth-616),3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0
Kavita Rao (Earth-616),https://marvel.fandom.com/wiki/Kavita_Rao_(Earth-616),2.0,1.0,2.0,5.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,2.0
Kearson DeWitt (Earth-616),https://marvel.fandom.com/wiki/Kearson_DeWitt_(Earth-616),5.0,3.0,3.0,3.0,2.0,5.0,5.0,3.0,3.0,3.0,2.0,5.0
Kei Kawade (Earth-616),https://marvel.fandom.com/wiki/Kei_Kawade_(Earth-616),1.0,,1.0,3.0,2.0,1.0,1.0,,1.0,3.0,2.0,1.0
Keith Kilham (Earth-50701),https://marvel.fandom.com/wiki/Keith_Kilham_(Earth-50701),4.0,4.0,2.0,5.0,2.0,3.0,4.0,4.0,2.0,5.0,2.0,3.0
Keith Kraft (Earth-616),https://marvel.fandom.com/wiki/Keith_Kraft_(Earth-616),3.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0
Keith Remsen (Earth-148611),https://marvel.fandom.com/wiki/Keith_Remsen_(Earth-148611),2.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0
Kelda (Earth-616),https://marvel.fandom.com/wiki/Kelda_(Earth-616),4.0,6.0,3.0,3.0,4.0,5.0,4.0,6.0,3.0,3.0,4.0,5.0
Kelly Kooliq (Earth-616),https://marvel.fandom.com/wiki/Kelly_Kooliq_(Earth-616),2.0,7.0,2.0,2.0,2.0,2.0,2.0,7.0,2.0,2.0,7.0,2.0
Kelsey Leigh (Earth-616),https://marvel.fandom.com/wiki/Kelsey_Leigh_(Earth-616),5.0,4.0,4.0,3.0,4.0,6.0,5.0,4.0,4.0,3.0,4.0,6.0
Kelvin Heng (Earth-616),https://marvel.fandom.com/wiki/Kelvin_Heng_(Earth-616),,5.0,3.0,6.0,,3.0,,5.0,3.0,6.0,,3.0
Ken Mack (Earth-616),https://marvel.fandom.com/wiki/Ken_Mack_(Earth-616),4.0,1.0,3.0,2.0,2.0,5.0,4.0,1.0,3.0,2.0,2.0,5.0
Ken Masters (Earth-616),https://marvel.fandom.com/wiki/Ken_Masters_(Earth-616),2.0,1.0,4.0,3.0,2.0,3.0,2.0,1.0,4.0,3.0,2.0,3.0
Keniuchio Harada (Earth-295),https://marvel.fandom.com/wiki/Keniuchio_Harada_(Earth-295),2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0
Keniuchio Harada (Earth-616),https://marvel.fandom.com/wiki/Keniuchio_Harada_(Earth-616),2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0
Kenji Oyama (Earth-616),https://marvel.fandom.com/wiki/Kenji_Oyama_(Earth-616),2.0,1.0,4.0,5.0,2.0,2.0,2.0,1.0,4.0,5.0,2.0,2.0
Kenneth Crichton (Earth-616),https://marvel.fandom.com/wiki/Kenneth_Crichton_(Earth-616),1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0
Kenneth Hale (Earth-616),https://marvel.fandom.com/wiki/Kenneth_Hale_(Earth-616),3.0,1.0,4.0,2.0,2.0,4.0,3.0,1.0,4.0,2.0,2.0,4.0
Kenneth McFarlane (Earth-1610),https://marvel.fandom.com/wiki/Kenneth_McFarlane_(Earth-1610),2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
Kenshiro Cochrane (Earth-928),https://marvel.fandom.com/wiki/Kenshiro_Cochrane_(Earth-928),5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0
Kerberos (Earth-616),https://marvel.fandom.com/wiki/Kerberos_(Earth-616),2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0
Kerwin Broderick (Earth-616),https://marvel.fandom.com/wiki/Kerwin_Broderick_(Earth-616),2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0
Kerwin Korman (Earth-616),https://marvel.fandom.com/wiki/Kerwin_Korman_(Earth-616),7.0,6.0,2.0,5.0,3.0,7.0,7.0,6.0,2.0,5.0,3.0,7.0
Kevin Cole (Earth-616),https://marvel.fandom.com/wiki/Kevin_Cole_(Earth-616),3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0
Kevin Connor (Earth-616),https://marvel.fandom.com/wiki/Kevin_Connor_(Earth-616),3.0,7.0,1.0,2.0,2.0,2.0,3.0,7.0,1.0,2.0,2.0,2.0
Kevin Ford (Earth-616),https://marvel.fandom.com/wiki/Kevin_Ford_(Earth-616),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
Kevin Leonardo (Earth-616),https://marvel.fandom.com/wiki/Kevin_Leonardo_(Earth-616),6.0,5.0,2.0,2.0,3.0,4.0,6.0,5.0,2.0,2.0,3.0,4.0
Kevin MacTaggert (Earth-58163),https://marvel.fandom.com/wiki/Kevin_MacTaggert_(Earth-58163),7.0,7.0,2.0,3.0,3.0,2.0,7.0,7.0,2.0,3.0,7.0,2.0
Kevin MacTaggert (Earth-616),https://marvel.fandom.com/wiki/Kevin_MacTaggert_(Earth-616),7.0,7.0,2.0,4.0,3.0,2.0,7.0,7.0,2.0,4.0,3.0,2.0
Kevin Marlow (Earth-616),https://marvel.fandom.com/wiki/Kevin_Marlow_(Earth-616),3.0,1.0,4.0,2.0,2.0,4.0,3.0,1.0,4.0,2.0,2.0,4.0
Kevin Masterson (Earth-616),https://marvel.fandom.com/wiki/Kevin_Masterson_(Earth-616),6.0,6.0,3.0,2.0,5.0,5.0,6.0,6.0,3.0,2.0,7.0,5.0
Kevin O'Brien (Earth-616),https://marvel.fandom.com/wiki/Kevin_O%27Brien_(Earth-616),5.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0
Kevin Plunder (Earth-616),https://marvel.fandom.com/wiki/Kevin_Plunder_(Earth-616),2.0,1.0,5.0,2.0,3.0,3.0,2.0,1.0,5.0,2.0,3.0,3.0
Kevin Sidney (Earth-1081),https://marvel.fandom.com/wiki/Kevin_Sidney_(Earth-1081),7.0,1.0,3.0,3.0,2.0,2.0,7.0,1.0,3.0,3.0,2.0,4.0
Kevin Sidney (Earth-616),https://marvel.fandom.com/wiki/Kevin_Sidney_(Earth-616),3.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0
Kevin Tremain (Earth-616),https://marvel.fandom.com/wiki/Kevin_Tremain_(Earth-616),4.0,6.0,4.0,4.0,2.0,4.0,4.0,6.0,4.0,4.0,2.0,4.0
Kevin Trench (Earth-616),https://marvel.fandom.com/wiki/Kevin_Trench_(Earth-616),5.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0
KhLΘG (Earth-616),https://marvel.fandom.com/wiki/KhL%CE%98G_(Earth-616),7.0,1.0,2.0,2.0,2.0,2.0,7.0,1.0,2.0,2.0,2.0,2.0
Khafre (Earth-616),https://marvel.fandom.com/wiki/Khafre_(Earth-616),3.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0
Khan (Alien) (Earth-616),https://marvel.fandom.com/wiki/Khan_(Alien)_(Earth-616),3.0,1.0,6.0,4.0,2.0,3.0,3.0,1.0,6.0,4.0,2.0,3.0
Khaos (Earth-9339),https://marvel.fandom.com/wiki/Khaos_(Earth-9339),2.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,3.0
Khn'nr (Earth-616),https://marvel.fandom.com/wiki/Khn%27nr_(Earth-616),3.0,5.0,4.0,3.0,2.0,4.0,3.0,5.0,4.0,3.0,7.0,4.0
Khonshu (Earth-616),https://marvel.fandom.com/wiki/Khonshu_(Earth-616),6.0,6.0,2.0,6.0,2.0,4.0,6.0,6.0,2.0,6.0,7.0,4.0
Khufor (Earth-616),https://marvel.fandom.com/wiki/Khufor_(Earth-616),2.0,1.0,1.0,3.0,1.0,1.0,4.0,1.0,2.0,3.0,3.0,4.0
Kiden Nixon (Earth-616),https://marvel.fandom.com/wiki/Kiden_Nixon_(Earth-616),2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,7.0,2.0
Kim Il Sung (Earth-616),https://marvel.fandom.com/wiki/Kim_Il_Sung_(Earth-616),2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0
Kimora (Earth-616),https://marvel.fandom.com/wiki/Kimora_(Earth-616),4.0,1.0,5.0,2.0,2.0,4.0,4.0,1.0,5.0,2.0,2.0,4.0
Kimura (Earth-616),https://marvel.fandom.com/wiki/Kimura_(Earth-616),6.0,1.0,4.0,2.0,3.0,3.0,6.0,1.0,4.0,2.0,3.0,3.0
King Cadaver (Earth-616),https://marvel.fandom.com/wiki/King_Cadaver_(Earth-616),2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0
Kinji Obatu (Earth-616),https://marvel.fandom.com/wiki/Kinji_Obatu_(Earth-616),6.0,6.0,2.0,3.0,5.0,2.0,6.0,6.0,2.0,3.0,5.0,2.0
Kioshi Keishicho (Earth-616),https://marvel.fandom.com/wiki/Kioshi_Keishicho_(Earth-616),4.0,4.0,5.0,2.0,2.0,3.0,4.0,4.0,5.0,2.0,2.0,3.0
Kirigi (Earth-616),https://marvel.fandom.com/wiki/Kirigi_(Earth-616),4.0,1.0,5.0,2.0,2.0,2.0,4.0,1.0,5.0,2.0,2.0,2.0
Kirika Yashida (Earth-295),https://marvel.fandom.com/wiki/Kirika_Yashida_(Earth-295),2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0
Kirov Petrovna (Earth-616),https://marvel.fandom.com/wiki/Kirov_Petrovna_(Earth-616),5.0,5.0,4.0,2.0,3.0,5.0,5.0,5.0,4.0,2.0,3.0,5.0
Kl'rt (Earth-30847),https://marvel.fandom.com/wiki/Kl%27rt_(Earth-30847),6.0,6.0,4.0,2.0,5.0,6.0,6.0,6.0,4.0,2.0,5.0,6.0
Kl'rt (Earth-616),https://marvel.fandom.com/wiki/Kl%27rt_(Earth-616),6.0,6.0,4.0,2.0,5.0,6.0,6.0,6.0,4.0,2.0,5.0,6.0
Klaatu (Earth-616),https://marvel.fandom.com/wiki/Klaatu_(Earth-616),6.0,7.0,2.0,1.0,7.0,7.0,6.0,7.0,2.0,1.0,7.0,7.0
Klara Prast (Earth-616),https://marvel.fandom.com/wiki/Klara_Prast_(Earth-616),2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
Klaus Kruger (Earth-616),https://marvel.fandom.com/wiki/Klaus_Kruger_(Earth-616),2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0
Klaus Voorhees (Earth-616),https://marvel.fandom.com/wiki/Klaus_Voorhees_(Earth-616),3.0,1.0,4.0,2.0,3.0,2.0,3.0,1.0,4.0,2.0,3.0,2.0
Knorda (Earth-616),https://marvel.fandom.com/wiki/Knorda_(Earth-616),4.0,1.0,4.0,3.0,2.0,5.0,4.0,1.0,4.0,3.0,2.0,5.0
